From	To
Q8WU20	FRS2
P62805	H4-16
P62805	H4C1
P62805	H4C11
P62805	H4C12
P62805	H4C13
P62805	H4C14
P62805	H4C15
P62805	H4C2
P62805	H4C3
P62805	H4C4
P62805	H4C5
P62805	H4C6
P62805	H4C8
P62805	H4C9
Q9Y294	ASF1A
P62807	H2BC10
P62807	H2BC4
P62807	H2BC6
P62807	H2BC7
P62807	H2BC8
Q16658	FSCN1
Q969G6	RFK
Q6X4W1	NSMF
Q99666	RGPD5
Q99666	RGPD6
V9HWE4	HEL161
Q9H6S3	EPS8L2
P62834	RAP1A
Q5M7Z0	RNFT1
P62854	RPS26
P63218	GNG5
Q15375	EPHA7
Q9BWH6	RPAP1
Q92765	FRZB
Q8N6M9	ZFAND2A
Q96EK7	FAM120B
Q9BPZ3	PAIP2
Q9NQ88	TIGAR
Q8NE62	CHDH
Q96FX2	DPH3
P62945	RPL41
P62952	BLCAP
Q86WV1	SKAP1
V9HW03	HEL-S-81p
P78352	DLG4
P78559	MAP1A
Q01344	IL5RA
Q13322	GRB10
Q14624	ITIH4
Q15165	PON2
Q15532	SS18
Q5BJH2	TMEM128
Q5JNZ3	ZNF311
Q5JSH3	WDR44
Q5SXH7	PLEKHS1
Q5T749	KPRP
Q66PJ3	ARL6IP4
Q6NVY1	HIBCH
Q6STE5	SMARCD3
Q6ZUJ8	PIK3AP1
Q8IUX7	AEBP1
Q8IYN2	TCEAL8
Q8IZ21	PHACTR4
Q8IZ63	PRR22
Q8IZ73	RPUSD2
Q8N1I0	DOCK4
Q8TE12	LMX1A
Q92928	RAB1C
Q92930	RAB8B
Q92932	PTPRN2
Q92935	EXTL1
Q92952	KCNN1
Q92953	KCNB2
Q92954	PRG4
Q92959	SLCO2A1
Q92968	PEX13
Q92970	zf30
Q92973	TNPO1
Q96EV2	RBM33
Q96GC6	ZNF274
Q96RD6	PANX2
Q99578	RIT2
Q9BQ83	SLX1A
Q9BQ83	SLX1B
Q9BRR0	ZKSCAN3
Q9H0U4	RAB1B
Q9H7T9	AUNIP
Q9NP71	MLXIPL
Q9NS40	KCNH7
Q9NYK6	EURL
Q9UQC2	GAB2
Q9Y5E4	PCDHB5
U5YV54	ATP8
V9HWG7	HEL-S-52
P84103	SRSF3
Q01130	SRSF2
Q7Z6J0	SH3RF1
Q8N9S9	SNX31
Q9NQG7	HPS4
Q9NR80	ARHGEF4
Q9NTG0	DKFZp434G2016
Q9Y6N9	USH1C
Q16626	MEA1
Q5SW96	LDLRAP1
Q96C10	DHX58
Q9UHB7	AFF4
Q9Y6H3	ATP23
P63098	PPP3R1
Q15825	CHRNA6
Q9ULW6	NAP1L2
Q06413	MEF2C
Q15768	EFNB3
Q8WXG6	MADD
Q9H7J2	FLJ00087
Q9Y343	SNX24
P63146	UBE2B
Q13748	TUBA3C
Q13748	TUBA3D
Q1ZYQ1	TUBA2
P63173	RPL38
Q86XK2	FBXO11
Q8NDW8	TTC21A
Q96EF6	FBXO17
Q9UK22	FBXO2
P63211	GNGT1
Q53SB5	tmp_locus_29
Q6ZMU5	TRIM72
Q7Z333	SETX
Q8N3Z6	ZCCHC7
Q8NDV7	TNRC6A
Q8TEB7	RNF128
Q9H444	CHMP4B
Q9Y692	GMEB1
Q9BYN8	MRPS26
P67812	SEC11A
Q00169	PITPNA
Q29RF7	PDS5A
Q6IQ26	DENND5A
Q7Z6J9	TSEN54
Q8NCA9	ZNF784
Q96NZ8	WFIKKN1
Q99661	KIF2C
Q9BRU2	TCEAL7
Q9H9F9	ACTR5
Q9UBL6	CPNE7
V9HWC5	HEL-S-36
P67936	TPM4
Q9Y5U8	MPC1
Q00887	PSG9
Q13178	PSG11s'
Q14761	PTPRCAP
Q16612	NREP
Q16829	DUSP7
Q6IAA8	LAMTOR1
Q6IN84	MRM1
Q8N138	ORMDL3
Q8TF21	ANKRD24
Q9UQ72	PSG11
P68133	ACTA1
Q3ZCQ8	TIMM50
Q8N1G1	REXO1
Q92915	FGF14
P69849	NOMO3
P78310	CXADR
Q8IX04	UEVLD
Q96IC2	REXO5
Q99584	S100A13
P78333	GPC5
P78346	RPP30
Q14202	ZMYM3
P78356	PIP4K2B
P78358	CTAG1A
P78358	CTAG1B
Q7L014	DDX46
Q8WVK2	SNRNP27
P78365	HPH2
P78406	RAE1
P78508	KCNJ10
P78524	DENND2B
P78527	PRKDC
P78540	ARG2
P78543	BTG2
P78552	IL13RA1
Q9GZU3	TMEM39B
Q01113	IL9R
Q7Z4W1	DCXR
Q8N3I7	BBS5
Q9Y2D2	SLC35A3
P80098	CCL7
P81172	HAMP
P81605	DCD
P82094	TMF1
P82650	MRPS22
P82664	MRPS10
P82914	MRPS15
P83111	LACTB
P83436	COG7
Q9BX82	ZNF471
Q8NI17	IL31RA
Q08174	PCDH1
Q12955	ANK3
Q13445	TMED1
Q14213	EBI3
Q16822	PCK2
Q6DJT9	PLAG1
Q93073	SECISBP2L
Q9BRH9	ZNF251
Q9BVS4	RIOK2
Q9H0E3	SAP130
Q9UEE9	CFDP1
Q9UJ37	ST6GALNAC2
Q9UM63	PLAGL1
Q96A25	TMEM106A
Q9Y3Y2	CHTOP
Q9Y6N1	COX11
P84157	MXRA7
Q9BZS1	FOXP3
Q9NXJ0	MS4A12
Q92733	PRCC
Q86YN6	PPARGC1B
P99999	CYCS
Q00059	TFAM
Q00266	MAT1A
Q00577	PURA
Q9H8K7	PAAT
Q9UH62	ARMCX3
Q00796	SORD
Q8IVW6	ARID3B
Q8IXT2	DMRTC2
Q96NX9	DACH2
Q9C037	TRIM4
Q9UHJ6	SHPK
Q8IYX3	CCDC116
Q01064	PDE1B
Q9Y3Y4	PYGO1
Q6SJ93	FAM111B
Q8N339	MT1M
Q01523	DEFA5
Q01524	DEFA6
Q01629	IFITM2
Q01638	IL1RL1
Q01658	DR1
Q9NRF9	POLE3
Q9NQX1	PRDM5
Q01726	MC1R
Q08945	SSRP1
Q13148	TARDBP
Q13901	C1D
Q14160	SCRIB
Q5SR56	MFSD14B
Q96AT9	RPE
Q96CU9	FOXRED1
Q9UPM9	B9D1
Q9Y2L1	DIS3
Q9Y5T5	USP16
Q9UKV8	AGO2
Q13601	KRR1
Q15906	VPS72
Q16558	KCNMB1
Q68CL5	TPGS2
Q6PJW8	CNST
Q7Z6B0	CCDC91
Q8N4F4	SLC22A24
Q8N655	LCOR
Q8N6C8	LILRA3
Q8N6Q3	CD177
Q8NA42	ZNF383
Q8WU57	SELI
Q8WUY3	PRUNE2
Q8WWF6	DNAJB3
Q96CW9	NTNG2
Q9BPW5	RASL11B
Q9C0D9	SELENOI
Q9H467	CUEDC2
Q9NQ32	C11orf16
Q9NQA5	TRPV5
Q9NVX2	NLE1
Q9Y2I8	WDR37
Q9Y467	SALL2
Q9Y676	MRPS18B
Q01968	OCRL
Q6ICB4	PHETA2
Q01995	TAGLN
Q02040	AKAP17A
Q02078	MEF2A
Q02080	MEF2B
Q969T3	SNX21
Q02318	CYP27A1
Q13630	GFUS
Q02383	SEMG2
Q8IWR0	ZC3H7A
Q16656	NRF1
Q4G0S1	LOC730441
Q5RGS3	FAM74A1
Q9Y3U8	RPL36
Q02556	IRF8
Q02750	MAP2K1
Q5TCX8	MAP3K21
Q92990	GLMN
S4R435	RPS10-NUDT3
Q9UBV2	SEL1L
Q02952	AKAP12
Q02985	CFHR3
Q9UJA5	TRMT6
Q03111	MLLT1
Q03112	MECOM
Q03188	CENPC
Q8NAU1	FNDC5
Q03468	ERCC6
Q03519	TAP2
Q9BT73	PSMG3
Q03591	CFHR1
Q03692	COL10A1
Q03923	ZNF85
Q86X45	DNAAF11
Q9H611	PIF1
Q9NYL4	FKBP11
Q53GS9	USP39
Q6ZV73	FGD6
Q96IF1	AJUBA
Q9NX08	COMMD8
Q04837	SSBP1
Q0D2K3	RIPPLY1
Q14667	KIAA0100
Q15147	PLCB4
Q16181	SEPTIN7
Q5T7W7	TSTD2
Q5VZI3	TMEM268
Q7L2R6	ZNF765
Q7Z398	ZNF550
Q8NC96	NECAP1
Q8TAD7	OCC1
Q8TDY4	ASAP3
Q8WUI4	HDAC7
Q969H6	POP5
Q9BRT3	MIEN1
Q9BV90	SNRNP25
Q9BW66	CINP
Q9HC07	TMEM165
Q9NQV6	PRDM10
Q9NRG9	AAAS
Q9NY43	BARHL2
Q9P218	COL20A1
Q9Y4Z2	NEUROG3
Q9Y6G9	DYNC1LI1
Q56P03	EAPP
Q6PJ69	TRIM65
Q7Z364	DKFZp686L23131
Q9NVD7	PARVA
Q9P2M4	TBC1D14
Q9UM19	HPCAL4
Q9Y242	TCF19
Q6ZN57	ZFP2
Q9H0W7	THAP2
Q9NXF1	TEX10
Q9Y4C8	RBM19
Q05315	CLC
Q05329	GAD2
Q96B96	LDAF1
Q05469	LIPE
Q05481	ZNF91
V9HWD6	HEL-S-1
Q7Z353	HDX
Q86Y56	DNAAF5
Q96Q04	LMTK3
Q9BXR0	QTRT1
Q9NWR8	MCUB
Q5T013	HYI
Q8WXA9	SREK1
Q96EK4	THAP11
Q05823	RNASEL
Q05DA9	SFRS17A
Q06033	ITIH3
Q06136	KDSR
Q06141	REG3A
Q06190	PPP2R3A
Q9Y5K2	KLK4
Q06546	GABPA
Q86SE9	PCGF5
Q8IY57	YAF2
Q14694	USP10
Q8IXJ6	SIRT2
Q9UHG2	PCSK1N
Q07108	CD69
Q8NFF3	BAK
Q9HBF4	ZFYVE1
Q07866	KLC1
Q53EL9	SEZ6
Q8N431	RASGEF1C
Q969R8	ITFG2
Q08116	RGS1
Q7RTU3	OLIG3
Q9BRQ3	NUDT22
Q8IUC6	TICAM1
Q96GX8	C16orf74
Q14964	RAB39A
Q1MSJ5	CSPP1
Q499L9	MST4
Q5TAP6	UTP14C
Q6NSX1	CCDC70
Q8IUD6	RNF135
Q8NA57	C12orf50
Q8NB25	FAM184A
Q8ND24	RNF214
Q8NEY4	ATP6V1C2
Q96DA2	RAB39B
Q96IQ9	ZNF414
Q96JF6	ZNF594
Q96K30	RITA1
Q96KN8	PLAAT5
Q96M11	HYLS1
Q96S90	LYSMD1
Q9BW83	IFT27
Q9BY77	POLDIP3
Q9H668	STN1
Q9NSI2	SLX9
Q9P016	THYN1
Q9P2K5	MYEF2
Q9UJW0	DCTN4
Q9UPN6	SCAF8
Q9UPU9	SAMD4A
Q9Y586	MAB21L2
Q9Y5K8	ATP6V1D
Q63HJ8	DKFZp686J08252
Q9UNN8	PROCR
Q08708	CD300C
Q9H944	MED20
Q08722	CD47
Q8IXQ4	GPALPP1
Q14032	BAAT
Q08AG7	MZT1
Q16609	LPAL2
Q16773	KYAT1
Q53HV7	SMUG1
Q5W111	SPRYD7
Q8N0U6	LINC00518
Q8N1A6	C4orf33
Q8N9R6	CDRT4
Q9BSG0	PRADC1
Q9H0W9	C11orf54
Q9NNX6	CD209
Q9NUB1	ACSS1
Q9NV79	PCMTD2
Q9Y2I7	PIKFYVE
Q16584	MAP3K11
Q6NUN0	ACSM5
Q6PJI9	WDR59
Q9H4B6	SAV1
Q9NRY7	PLSCR2
Q9NUI1	DECR2
Q09666	AHNAK
Q09FC8	ZNF415
Q0D2I5	IFFO1
Q0P5P2	C17orf67
Q9HBT7	ZNF287
Q0VAF8	LOC729862
Q3YEC7	RABL6
Q86YM7	HOMER1
Q0VDG4	SCRN3
Q0VG06	FAAP100
Q10471	GALNT2
Q10567	AP1B1
Q16775	HAGH
Q10713	PMPCA
Q10981	FUT2
Q12765	SCRN1
Q12770	SCAP
Q13564	NAE1
Q6H8Q1	ABLIM2
Q9Y6R1	SLC4A4
Q99611	SEPHS2
Q9HD20	ATP13A1
Q12778	FOXO1
Q12798	CETN1
Q5JZY3	EPHA10
Q5VVH5	IRAK1BP1
Q8NDH3	NPEPL1
Q8WVT3	TRAPPC12
Q9BZG8	DPH1
Q9NVV2	C19orf73
Q9NX05	FAM120C
Q9NZI7	UBP1
Q9NZQ0	DNAJC27
Q9UD71	PPP1R1B
Q9UF47	DNAJC5B
V9HWE3	HEL-S-11
Q6ICP4	ARHH
Q12816	TRO
Q12830	BPTF
Q13277	STX3
Q53YE2	STX3A
Q96F15	GIMAP5
Q12860	CNTN1
Q14247	CTTN
Q76MU0	EMS1
Q8NC44	RETREG2
Q9H0E4	DKFZp434D1428
Q9UDV6	ZNF212
Q12882	DPYD
Q12894	IFRD2
Q12904	AIMP1
Q6P1M0	SLC27A4
Q7Z382	DKFZp686N18198
Q96BF6	NACC2
Q96GT9	XAGE2
Q9NVT9	ARMC1
Q9UI47	CTNNA3
Q9UKA8	RCAN3
Q9UKN7	MYO15A
Q8N693	ESX1
Q13572	ITPK1
Q2KHT4	GSG1
Q32MK9	ZNF509
Q5FYB0	ARSJ
Q5GFL6	VWA2
Q5T8I9	HENMT1
Q6ZS27	ZNF662
Q7Z434	MAVS
Q86TN4	TRPT1
Q8N6N6	NATD1
Q8N9N2	ASCC1
Q9BRJ7	NUDT16L1
Q9BRP7	FDXACB1
Q9BXF9	TEKT3
Q9GZU8	PSME3IP1
Q9NRN7	AASDHPPT
Q9UI26	IPO11
Q7RTQ2	KNS2
Q13523	PRPF4B
Q6IAN1	DKFZP564B147
Q9BWD3	RTL8A
Q9BX40	LSM14B
Q13002	GRIK2
Q13015	MLLT11
Q13017	ARHGAP5
Q8NHZ8	CDC26
Q8WV60	PTCD2
Q8N137	CNTROB
Q13069	GAGE5
Q3SYA9	POM121L1P
Q8IUH3	RBM45
Q96GV9	MACIR
Q9NQW5	PRDM7
Q13098	GPS1
Q13113	PDZK1IP1
Q13115	DUSP4
Q92535	PIGC
Q96FV9	THOC1
Q96N46	TTC14
Q9H3R5	CENPH
Q96L93	KIF16B
Q14774	HLX
Q14997	PSME4
Q2VPB7	AP5B1
Q6PIY7	TENT2
Q8NBM4	UBAC2
Q8WWV3	RTN4IP1
Q9BQY9	DBNDD2
Q9BV47	DUSP26
Q9Y4X0	AMMECR1
Q8WV99	ZFAND2B
Q9H799	CPLANE1
Q9NPC7	MYNN
Q9H410	DSN1
Q9NUP1	BLOC1S4
Q9Y2F5	ICE1
Q96FA7	ZBED6CL
Q13185	CBX3
Q14BN4	SLMAP
Q8WVY7	UBLCP1
Q9UHE8	STEAP1
Q13207	TBX2
Q13214	SEMA3B
Q13268	DHRS2
Q8TBE7	SLC35G2
Q6P9H4	CNKSR3
Q6PEY2	TUBA3E
Q6PJE2	POMZP3
Q9H9Q2	COPS7B
Q9XRX5	HHLA3
Q13308	PTK7
Q66K74	MAP1S
Q7KZA3	DKFZp686P18130
Q96A32	MYLPF
Q96I99	SUCLG2
Q9NVP1	DDX18
Q8N806	UBR7
Q13360	ZNF177
Q8NCC5	SLC37A3
Q15291	RBBP5
Q76N32	CEP68
Q9BXL5	HEMGN
Q9Y4X4	KLF12
Q13636	RAB31
Q502X0	MORN2
Q67FW5	B3GNTL1
Q6P995	FAM171B
Q99250	SCN2A
Q14435	GALNT3
Q15389	ANGPT1
Q8NEJ0	DUSP18
Q8WXH0	SYNE2
Q96JG8	MAGED4
Q96JG8	MAGED4B
Q96NL6	SCLT1
Q9BXJ4	C1QTNF3
Q9UM13	ANAPC10
Q13394	MAB21L1
Q13395	TARBP1
Q13398	ZNF211
Q13421	MSLN
Q13423	NNT
Q2TB18	ASTE1
Q7L099	RUFY3
V9HWB5	HEL-S-66p
Q13439	GOLGA4
Q7Z4G2	MST075
Q86SX3	TEDC1
Q8N812	C12orf76
Q13459	MYO9B
Q13795	ARFRP1
Q14956	GPNMB
Q49AG3	ZBED5
Q7RTN6	STRADA
Q8N1F8	STK11IP
Q96KC2	ARL5B
Q99805	TM9SF2
Q9BQ65	USB1
Q9BXP8	PAPPA2
Q9HAV4	XPO5
Q9P273	TENM3
Q13506	NAB1
Q13508	ART3
Q13740	ALCAM
Q13510	ASAH1
Q13516	OLIG2
Q15390	MTFR1
Q96M27	PRRC1
Q9C010	PKIB
Q9NZB8	MOCS1
Q13547	HDAC1
Q8N0Z6	TTC5
Q9BUE0	MED18
Q9NUG4	CCM2L
Q9UPY6	WASF3
Q15751	HERC1
Q3ZTS7	ANKRD13
Q8IZ07	ANKRD13A
Q96F81	DISP1
Q9H201	EPN3
Q9H5V9	STEEP1
Q13585	GPR50
Q86XE0	SNX32
Q9H898	ZMAT4
Q9UH77	KLHL3
Q96JQ2	CLMN
Q9H3M7	TXNIP
Q9NUA8	ZBTB40
Q5BN46	C9orf116
Q6NXP0	EFCAB12
Q7Z7E8	UBE2Q1
Q8N4M1	SLC44A3
Q96AG3	SLC25A46
Q96EK9	KTI12
Q96JJ7	TMX3
Q96NZ1	FOXN4
Q9BTE2	C16orf35
Q9HC36	MRM3
Q9P0M9	MRPL27
Q9P2T0	THEG
Q13698	CACNA1S
Q86UT5	PDZD3
Q13761	RUNX3
Q13835	PKP1
Q6Y2X3	DNAJC14
Q86V81	ALYREF
Q9BQG2	NUDT12
Q8IUC8	GALNT13
Q9NSC7	ST6GALNAC1
Q13876	BPGF-1
Q13889	GTF2H3
Q96GA3	LTV1
Q5VWK5	IL23R
Q68CP9	ARID2
Q68DE3	USF3
Q6AI39	BICRAL
Q6IQ32	ADNP2
Q14019	COTL1
Q14012	CAMK1
Q14028	CNGB1
Q9BW62	KATNAL1
Q16774	GUK1
Q5SXM2	SNAPC4
Q5T3U5	ABCC10
Q8N114	SHISA5
Q96GE9	DMAC1
Q96T52	IMMP2L
Q99470	SDF2
Q9BSV6	TSEN34
Q9BV86	NTMT1
Q9NYM9	BET1L
Q9NYZ3	GTSE1
Q9Y2P5	SLC27A5
Q75N03	CBLL1
Q9Y5R6	DMRT1
Q14135	VGLL4
Q8WYJ6	SEPTIN1
Q86SX6	GLRX5
Q8N573	OXR1
Q9NZJ9	NUDT4
Q15274	QPRT
Q15631	TSN
Q8N2I9	STK40
Q14183	DOC2A
Q9BZQ8	NIBAN1
Q9UBI6	GNG12
Q9Y2T2	AP3M1
Q14206	RCAN2
Q7Z3Z2	RD3
Q7RTY1	SLC16A9
Q14249	ENDOG
Q99697	PITX2
Q15643	TRIP11
Q16853	AOC3
Q9NPG4	PCDH12
Q14331	FRG1
Q14376	GALE
Q14416	GRM2
Q8IWV1	LAX1
Q14512	FGFBP1
Q9ULR0	ISY1
Q14582	MXD4
Q8IXZ3	SP8
Q9ULX7	CA14
Q14674	ESPL1
Q14683	SMC1A
Q14746	COG2
Q969V6	MRTFA
Q6IBB5	ZNF183
Q15084	PDIA6
Q96Q06	PLIN4
Q9HD36	BCL2L10
Q14814	MEF2D
Q14872	MTF1
Q99680	GPR22
Q14938	NFIX
Q8N883	ZNF614
Q14973	SLC10A1
Q86VG3	IFTAP
Q14978	NOLC1
Q14CM0	FRMPD4
Q9NRP7	STK36
Q14CN4	KRT72
Q9HCJ6	VAT1L
Q14CZ0	C16orf72
Q15005	SPCS2
Q96QE5	TEFM
Q9NZ72	STMN3
Q53Y03	COX4NB
Q9Y3B6	EMC9
Q15008	PSMD6
Q96DT7	ZBTB10
Q15018	ABRAXAS2
Q96MN5	TCEANC2
Q9BYG3	NIFK
Q9Y4M3	DKFZp586I2223
Q6RSH7	VHLL
Q96E29	MTERF3
Q9H4A6	GOLPH3
Q9P2R7	SUCLA2
Q9ULP0	NDRG4
Q9Y4P8	WIPI2
Q9Y4T0	DKFZp564P2062
Q9Y5W9	SNX11
Q9Y5X0	SNX10
Q6NZ67	MZT2B
Q9H5F2	C11orf1
Q15050	RRS1
Q15056	EIF4H
Q15059	BRD3
Q15070	OXA1L
Q15075	EEA1
Q96JB3	HIC2
Q9Y279	VSIG4
Q5TCS8	AK9
Q9NVE7	PANK4
Q2M2I5	KRT24
Q5VYK3	ECPAS
Q5MNZ9	WIPI1
Q15526	SURF1
Q8WXF1	PSPC1
Q15257	PTPA
Q3YBR2	TBRG1
Q4ZG74	MGC13033
Q567U6	CCDC93
Q5MCW4	ZNF569
Q86WW8	COA5
Q96MM6	HSPA12B
Q9BUD6	SPON2
Q9C0C4	SEMA4C
Q9H6L2	TMEM231
Q9H741	SPRING1
Q9NRY4	ARHGAP35
Q9UC07	ZNF69
Q9BTF3	TNRC4
Q15370	ELOB
Q5VZV1	METTL21C
Q8WXA3	RUFY2
Q99638	RAD9A
Q15397	PUM3
Q7Z3K9	DKFZp781L0540
Q15428	SF3A2
Q15434	RBMS2
Q15438	CYTH1
Q15517	CDSN
Q9Y639	NPTN
Q8NI38	NFKBID
Q15543	TAF13
Q15544	TAF11
Q9NQG5	RPRD1B
Q9NS86	LANCL2
Q5QP82	DCAF10
Q2KHM9	KIAA0753
Q15573	TAF1A
Q15582	TGFBI
Q96BX8	MOB3A
Q9GZN2	TGIF2
Q9UL40	ZNF346
Q17R89	ARHGAP44
Q68EM7	ARHGAP17
Q69Z00	DKFZp564G2272
Q8IWW6	ARHGAP12
Q92558	WASF1
Q6P9B6	MEAK7
Q969Q4	ARL11
Q9BSH5	HDHD3
Q9BXL6	CARD14
Q9NZF1	PLAC8
Q9Y303	AMDHD2
X2BQ60	DGIC
Q15646	OASL
Q99706	KIR2DL4
Q9H171	ZBP1
V9HWD0	HEL-S-42
Q495Y8	SPDYE2
Q15697	ZNF174
Q15723	ELF2
Q8IUE0	TGIF2LY
Q8TCD6	PHOSPHO2
Q8NHM5	KDM2B
Q9Y2X0	MED16
Q15758	SLC1A5
Q15771	RAB30
Q15772	SPEG
Q5TYM5	FAM72A
Q2M389	WASHC4
Q86TI0	TBC1D1
Q96LT9	RNPC3
Q96MY7	FAM161B
Q9H5C5	FLJ23584
Q9NWK9	ZNHIT6
Q9Y3R0	GRIP1
Q86VW2	ARHGEF25
Q8IU81	IRF2BP1
Q96NW4	ANKRD27
Q96PE3	INPP4A
Q9BRB3	PIGQ
Q9H160	ING2
Q9H4L5	OSBPL3
Q9H9T3	ELP3
Q9P2P5	HECW2
Q9UGU0	TCF20
Q9Y2H8	ZNF510
Q9Y3M8	STARD13
Q5SZL2	CEP85L
Q75VX8	GAREM2
Q7L804	RAB11FIP2
Q8TBA6	GOLGA5
Q8TCU6	PREX1
Q96RU3	FNBP1
Q9P0K7	RAI14
Q305V2	ND2
Q8N465	D2HGDH
Q96DZ1	ERLEC1
Q96GD0	PDXP
Q9BWQ8	FAIM2
V9HWD3	HEL117
Q53H80	AKIRIN2
Q5T0L3	SPATA46
Q86TA5	DKFZp451L0319
Q9BRJ6	C7orf50
Q9NXE8	CWC25
Q9NYH9	UTP6
Q9UG85	DKFZp564O1822
Q15911	ZFHX3
Q16222	UAP1
Q16270	IGFBP7
Q16384	SSX1
Q5JSJ4	INTS6L
Q5T3F8	TMEM63B
Q6PJG2	MIDEAS
Q96F63	CCDC97
Q99988	GDF15
Q9BY84	DUSP16
Q9UPV0	CEP164
Q5HYK9	ZNF667
Q6P1N0	CC2D1A
Q6PHR2	ULK3
Q6PID8	KLHDC10
Q8N9Z0	ZNF610
Q96G46	DUS3L
Q96Q42	ALS2
Q9BVM2	DPCD
Q9H1Z4	WDR13
Q9H511	KLHL31
Q9H5Y7	SLITRK6
Q9H6E5	TUT1
Q9H6X5	C19orf44
Q9NW82	WDR70
Q9P0M6	MACROH2A2
Q9UQ07	MOK
Q16552	IL17A
Q9BQC3	DPH2
Q9UJU2	LEF1
Q16585	SGCB
Q16589	CCNG2
Q9BQI9	NRIP2
Q16600	ZNF239
Q9NXP7	GIN1
Q16651	PRSS8
Q8IUK5	PLXDC1
Q5VX71	SUSD4
Q6ZNG1	ZNF600
Q7Z7A1	CNTRL
Q86SF2	GALNT7
Q8N461	FBXL16
Q8NCW5	NAXE
Q8TAW3	ZNF671
Q8TDC0	MYOZ3
Q8WU39	MZB1
Q96IZ6	METTL2A
Q96N66	MBOAT7
Q99767	APBA2
Q9H7D7	WDR26
Q9NUQ9	CYRIB
Q9NVX0	HAUS2
Q9NX36	DNAJC28
Q9P2S2	NRXN2
Q9UJ83	HACL1
Q9Y3A4	RRP7A
Q9Y448	KNSTRN
V9HW88	HEL-S-99n
Q9Y5L0	TNPO3
Q96K37	SLC35E1
Q16850	CYP51A1
Q16864	ATP6V1F
Q16881	TXNRD1
Q8IZ08	GPR135
Q8NCC3	PLA2G15
Q9H169	STMN4
Q8IXL9	IQCF2
Q17RF5	ODAPH
Q17RG1	KCTD19
Q17RW2	COL24A1
Q24JP5	TMEM132A
Q24JQ0	TMEM241
Q27J81	INF2
Q29983	MICA
Q8WUE5	CT55
Q2M1K9	ZNF423
Q2M385	MPEG1
Q2M3W8	ZNF181
Q2NKJ3	CTC1
Q2NL98	VMAC
Q6XQN6	NAPRT
Q96M29	TEKT5
Q32MZ4	LRRFIP1
Q3B7J2	GFOD2
Q5T5X7	BEND3
Q7L7V1	DHX32
Q3KNW7	FKSG83
Q3KP44	ANKRD55
Q3KR16	PLEKHG6
Q3SY46	KRTAP13-3
Q3ZCT1	ZNF260
Q3ZCW2	LGALSL
Q5JTB6	PLAC9
Q49AJ0	FAM135B
Q4FZB7	KMT5B
Q4U2R8	SLC22A6
Q4V326	GAGE2E
Q5VTT5	MYOM3
Q4W8W1	P5CR2
Q4ZG51	FNBP3
Q52M93	ZNF585B
Q96EF0	MTMR8
Q9NP87	POLM
Q53F39	MPPE1
Q6IQ55	TTBK2
Q7Z6J4	FGD2
Q9UL54	TAOK2
Q86TC9	MYPN
Q8WX93	PALLD
Q53GQ0	HSD17B12
Q53H47	SETMAR
Q53H54	TRMT12
Q53H82	LACTB2
Q53NU3	tmp_locus_54
Q53QV2	LBH
Q53QW1	TEX44
Q92523	CPT1B
Q53S56	PAP
Q53S70	MGC4677
Q6PI26	SHQ1
Q8IW19	APLF
Q8N5Y8	PARP16
Q96CP6	GRAMD1A
Q96KS9	FAM167A
Q96PD4	IL17F
Q9UBK8	MTRR
Q9UEU5	GAGE2D
Q9UEU5	GAGE8
Q53SF7	COBLL1
Q53T59	HS1BP3
Q53T94	TAF1B
Q54A51	hEMMPRIN
Q562E7	WDR81
Q569H4	PRR16
Q56UN5	MAP3K19
Q86VI4	LAPTM4B
Q99726	SLC30A3
Q96S94	CCNL2
Q5BIV9	SPRN
Q5BJF6	ODF2
Q96MX0	CMTM3
Q5EBL8	PDZD11
Q99720	SIGMAR1
Q5FYB1	ARSI
Q5GH77	XKR3
Q5H9R7	PPP6R3
Q5HYL7	TMEM196
Q99856	ARID3A
Q5J5C9	DEFB121
Q5J7U2	CDK105
Q5JPI3	C3orf38
Q8IWA6	CCDC60
Q8TB37	NUBPL
Q96NL3	ZNF599
Q96SK3	ZNF607
Q9GZT3	SLIRP
Q9H3Q3	GAL3ST2
Q9NZL3	ZNF224
Q9P2J8	ZNF624
Q5JS13	RALGPS1
Q5JT82	KLF17
Q5JTH9	RRP12
Q5JTW2	CEP78
Q5JTZ9	AARS2
Q5JY37	TMEPAI
Q5KU26	COLEC12
Q5MIZ7	PPP4R3B
Q5QGT7	RTP2
Q8TAL5	C9orf43
Q5U0F4	EIF3S2
Q9H2M9	RAB3GAP2
Q9P0J0	NDUFA13
Q5SRE7	PHYHD1
Q6P5S2	LEG1
Q5T0F9	CC2D1B
Q5T3I0	GPATCH4
Q5T4B2	CERCAM
Q5T653	MRPL2
Q8IZR5	CMTM4
Q5T655	CFAP58
Q6UX06	OLFM4
Q9P0N8	MARCHF2
Q5T7N2	L1TD1
Q5T890	ERCC6L2
Q9BWK5	CYREN
Q5T9C2	FAM102A
Q5TA31	RNF187
Q86YI8	PHF13
Q5TAB7	RIPPLY2
Q96MT3	PRICKLE1
Q5TC79	ZBTB37
Q8TD84	DSCAML1
Q5TEJ8	THEMIS2
Q5TGI0	FAXC
Q5THJ4	VPS13D
Q5TZA2	CROCC
Q5U0D2	DKFZp686P11128
Q5U0E6	HEL-S-95
Q5U651	RASIP1
Q5VT06	CEP350
Q5VT52	RPRD2
